,0,1,2,3,4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,1.0,1.0,0.33763885297822094,0.0,0.0
32,2.0,2.0,1.3049554138967046,0.0,0.0
33,3.0,3.0,2.7713082211173083,0.33763885297822094,0.0
34,4.0,4.0,4.538658202683489,1.3049554138967046,0.0
35,5.0,5.0,6.368314950360414,2.7713082211173083,0.33763885297822094
36,6.0,6.0,8.013173181896281,4.538658202683489,1.3049554138967046
37,7.0,7.0,9.25108567864807,6.368314950360414,2.7713082211173083
38,8.0,8.0,9.914865498419509,8.013173181896281,4.538658202683489
39,9.0,9.0,9.914865498419509,9.25108567864807,6.368314950360414
40,10.0,10.0,9.25108567864807,9.914865498419509,8.013173181896281
41,11.0,11.0,8.013173181896283,9.914865498419509,9.25108567864807
42,12.0,12.0,6.368314950360415,9.25108567864807,9.914865498419509
43,13.0,13.0,4.538658202683492,8.013173181896283,9.914865498419509
44,14.0,14.0,2.7713082211173115,6.368314950360415,9.25108567864807
45,15.0,15.0,1.3049554138967072,4.538658202683492,8.013173181896283
